date,code_usine,code_produit,qte_produite,qte_rebut
2024-04-29,U02,P007,13251,542
2024-04-29,U02,P010,7245,104
2024-04-29,U02,P011,8581,133
2024-04-29,U02,P003,11391,413
2024-04-29,U02,P005,10538,178
2024-04-29,U02,P004,8532,215
2024-04-29,U02,P009,11675,368
2024-04-29,U03,P010,5532,116
2024-04-29,U03,P003,10844,214
2024-04-29,U03,P002,7841,63
2024-04-29,U03,P006,9157,384
2024-04-29,U03,P009,12705,116
2024-04-29,U04,P011,5742,79
2024-04-29,U04,P002,12721,186
2024-04-29,U04,P003,9204,269
2024-04-29,U04,P009,10237,224
2024-04-29,U04,P005,4496,192
2024-04-29,U05,P006,11770,199
2024-04-29,U05,P009,7079,289
2024-04-29,U05,P004,8321,220
2024-04-29,U05,P010,12105,318
2024-04-29,U05,P012,6520,120
2024-04-29,U05,P003,8559,158
2024-04-29,U05,P005,10609,300
2024-04-29,U06,P007,7798,184
2024-04-29,U06,P012,12832,351
2024-04-29,U06,P009,14459,311
2024-04-29,U06,P002,12024,212
2024-04-29,U06,P010,7166,267
2024-04-29,U07,P007,8636,285
2024-04-29,U07,P006,12127,514
2024-04-29,U07,P008,10133,379
2024-04-29,U07,P001,12432,203
2024-04-29,U07,P010,7781,314
2024-04-29,U07,P004,11131,97
2024-04-29,U08,P005,10865,412
2024-04-29,U08,P003,12928,166
2024-04-29,U08,P011,14516,616
2024-04-29,U08,P010,11041,408
2024-05-06,U01,P003,9425,404
2024-05-06,U01,P007,11279,376
2024-05-06,U01,P010,23288,320
2024-05-06,U01,P006,9508,286
2024-05-06,U01,P009,16899,242
2024-05-06,U01,P011,7927,211
2024-05-06,U01,P008,7267,160
2024-05-06,U02,P001,9077,366
2024-05-06,U02,P002,10553,329
2024-05-06,U02,P003,11740,251
2024-05-06,U02,P004,11991,409
2024-05-06,U02,P009,12465,358
2024-05-06,U03,P012,11066,283
2024-05-06,U03,P003,7574,146
2024-05-06,U03,P007,10853,375
2024-05-06,U03,P005,13360,280
2024-05-06,U03,P011,11604,142
2024-05-06,U03,P002,5210,212
2024-05-06,U04,P012,8557,236
2024-05-06,U04,P007,8042,173
2024-05-06,U04,P011,13848,593
2024-05-06,U04,P008,15155,235
2024-05-06,U04,P001,9868,244
2024-05-06,U04,P006,12111,515
2024-05-06,U04,P004,8808,279
2024-05-06,U05,P010,13767,535
2024-05-06,U05,P008,5541,216
2024-05-06,U05,P003,9523,119
2024-05-06,U05,P004,12036,415
2024-05-06,U05,P001,11323,390
2024-05-06,U05,P012,3815,62
2024-05-06,U05,P005,17948,804
2024-05-06,U06,P001,7135,272
2024-05-06,U06,P003,13625,231
2024-05-06,U06,P011,16180,512
2024-05-06,U06,P007,11040,255
2024-05-06,U06,P002,6140,241
2024-05-06,U06,P012,11564,276
2024-05-06,U07,P011,10710,276
2024-05-06,U07,P002,7409,321
2024-05-06,U07,P012,10946,455
2024-05-06,U07,P008,2167,50
2024-05-06,U07,P004,12311,182
2024-05-06,U07,P009,11979,383
2024-05-06,U07,P007,8132,346
2024-05-06,U08,P001,4049,94
2024-05-06,U08,P004,10098,320
2024-05-06,U08,P006,7156,124
2024-05-06,U08,P009,3780,64
2024-05-06,U08,P007,7974,266
2024-05-13,U01,P001,2305,20
2024-05-13,U01,P007,14157,494
2024-05-13,U01,P005,11979,228
2024-05-13,U01,P009,8947,237
2024-05-13,U01,P003,12449,370
2024-05-13,U02,P010,11192,188
2024-05-13,U02,P008,6755,151
2024-05-13,U02,P011,11648,101
2024-05-13,U02,P007,4754,187
2024-05-13,U02,P001,11601,240
2024-05-13,U02,P009,13533,141
2024-05-13,U02,P005,13269,143
2024-05-13,U03,P006,14216,406
2024-05-13,U03,P003,11825,521
2024-05-13,U03,P011,11826,223
2024-05-13,U03,P004,5826,102
2024-05-13,U03,P010,15901,423
2024-05-13,U04,P010,10049,416
2024-05-13,U04,P003,12159,266
2024-05-13,U04,P002,8762,141
2024-05-13,U04,P007,15577,693
2024-05-13,U04,P004,13865,220
2024-05-13,U04,P005,17607,605
2024-05-13,U05,P005,8847,272
2024-05-13,U05,P012,12088,117
2024-05-13,U05,P010,10116,349
2024-05-13,U05,P009,4523,84
2024-05-13,U05,P008,18809,727
2024-05-13,U05,P001,16920,423
2024-05-13,U06,P012,19718,283
2024-05-13,U06,P008,11096,91
2024-05-13,U06,P001,11712,478
2024-05-13,U06,P006,15753,226
2024-05-13,U06,P010,11018,176
2024-05-13,U07,P001,11280,507
2024-05-13,U07,P006,9336,341
2024-05-13,U07,P009,11233,416
2024-05-13,U07,P002,10492,88
2024-05-13,U07,P007,12335,473
2024-05-13,U07,P003,9533,111
2024-05-13,U08,P003,11254,473
2024-05-13,U08,P005,8165,212
2024-05-13,U08,P009,13333,142
2024-05-13,U08,P011,10279,378
2024-05-13,U08,P002,5914,94
2024-05-13,U08,P001,6249,128
2024-05-13,U08,P007,9747,324
2024-05-20,U01,P008,7106,89
2024-05-20,U01,P002,13560,326
2024-05-20,U01,P004,12873,189
2024-05-20,U01,P011,7862,278
2024-05-20,U01,P001,7957,99
2024-05-20,U02,P010,6385,108
2024-05-20,U02,P006,4766,173
2024-05-20,U02,P003,15197,142
2024-05-20,U02,P009,11282,498
2024-05-20,U02,P007,11603,206
2024-05-20,U03,P009,11840,308
2024-05-20,U03,P007,2549,26
2024-05-20,U03,P006,4062,51
2024-05-20,U03,P012,657,27
2024-05-20,U03,P004,16011,314
2024-05-20,U04,P003,12727,187
2024-05-20,U04,P008,11293,236
2024-05-20,U04,P005,7461,217
2024-05-20,U04,P012,11681,417
2024-05-20,U05,P010,11718,116
2024-05-20,U05,P005,6731,151
2024-05-20,U05,P006,14881,429
2024-05-20,U05,P002,7378,310
2024-05-20,U06,P001,11370,462
2024-05-20,U06,P007,17240,595
2024-05-20,U06,P008,15289,198
2024-05-20,U06,P010,10335,240
2024-05-20,U06,P004,10346,297
2024-05-20,U07,P012,8095,120
2024-05-20,U07,P006,10216,104
2024-05-20,U07,P004,15940,176
2024-05-20,U07,P005,7308,239
2024-05-20,U07,P010,16343,650
2024-05-20,U08,P007,7166,260
2024-05-20,U08,P006,12195,181
2024-05-20,U08,P008,14507,645
2024-05-20,U08,P001,9533,96
2024-05-20,U08,P010,15776,579
2024-05-20,U08,P011,14596,306
2024-05-27,U01,P008,6805,113
2024-05-27,U01,P004,14936,286
2024-05-27,U01,P009,12902,174
2024-05-27,U01,P006,8809,193
2024-05-27,U02,P002,9307,246
2024-05-27,U02,P007,3995,145
2024-05-27,U02,P001,10477,287
2024-05-27,U02,P003,8072,83
2024-05-27,U02,P006,12337,111
2024-05-27,U02,P008,9468,117
2024-05-27,U02,P009,19433,240
2024-05-27,U03,P012,7489,322
2024-05-27,U03,P005,9478,149
2024-05-27,U03,P011,3114,115
2024-05-27,U03,P008,10821,176
2024-05-27,U03,P003,11581,473
2024-05-27,U03,P006,15000,267
2024-05-27,U04,P005,12020,379
2024-05-27,U04,P003,16515,183
2024-05-27,U04,P012,9015,198
2024-05-27,U04,P007,14966,271
2024-05-27,U04,P006,12999,445
2024-05-27,U05,P008,9486,359
2024-05-27,U05,P011,16822,232
2024-05-27,U05,P003,15565,202
2024-05-27,U05,P010,14502,170
2024-05-27,U05,P005,14793,371
2024-05-27,U05,P007,13294,263
2024-05-27,U05,P006,8455,221
2024-05-27,U06,P012,6226,67
2024-05-27,U06,P008,8991,304
2024-05-27,U06,P007,8211,295
2024-05-27,U06,P001,12536,257
2024-05-27,U06,P006,15064,270
2024-05-27,U07,P007,7179,152
2024-05-27,U07,P003,10548,470
2024-05-27,U07,P001,13199,376
2024-05-27,U07,P002,14115,589
2024-05-27,U07,P010,13588,500
2024-05-27,U07,P004,14794,142
2024-05-27,U07,P012,11919,194
2024-05-27,U08,P011,16106,165
2024-05-27,U08,P006,13309,126
2024-05-27,U08,P003,12434,403
2024-05-27,U08,P004,12650,563
2024-05-27,U08,P001,11885,488
2024-06-03,U01,P008,5780,79
2024-06-03,U01,P010,11868,291
2024-06-03,U01,P001,6489,152
2024-06-03,U01,P007,11049,262
2024-06-03,U01,P012,5416,67
2024-06-03,U01,P006,8532,258
2024-06-03,U02,P003,9209,265
2024-06-03,U02,P002,9257,218
2024-06-03,U02,P001,12181,325
2024-06-03,U02,P012,15909,144
2024-06-03,U02,P010,9080,253
2024-06-03,U02,P004,11987,423
2024-06-03,U02,P011,8672,292
2024-06-03,U03,P005,9252,312
2024-06-03,U03,P004,12647,175
2024-06-03,U03,P011,16965,650
2024-06-03,U03,P010,10123,402
2024-06-03,U03,P007,13230,344
2024-06-03,U04,P002,12017,116
2024-06-03,U04,P012,6710,158
2024-06-03,U04,P008,7746,279
2024-06-03,U04,P006,4339,41
2024-06-03,U04,P009,16256,161
2024-06-03,U04,P005,15433,291
2024-06-03,U05,P003,12670,273
2024-06-03,U05,P001,6702,293
2024-06-03,U05,P007,9457,344
2024-06-03,U05,P004,10077,372
2024-06-03,U05,P002,9607,249
2024-06-03,U06,P008,7788,221
2024-06-03,U06,P004,17817,640
2024-06-03,U06,P010,12381,305
2024-06-03,U06,P012,8981,362
2024-06-03,U06,P007,7556,107
2024-06-03,U06,P006,14551,339
2024-06-03,U07,P005,16893,163
2024-06-03,U07,P010,13305,462
2024-06-03,U07,P003,18202,484
2024-06-03,U07,P002,7077,245
2024-06-03,U07,P009,16720,657
2024-06-03,U07,P007,10577,116
2024-06-03,U07,P006,16376,563
2024-06-03,U08,P006,3690,129
2024-06-03,U08,P004,4348,60
2024-06-03,U08,P005,10289,164
2024-06-03,U08,P011,15842,590
2024-06-03,U08,P010,12732,342
2024-06-03,U08,P001,9538,133
2024-06-03,U08,P007,11600,215
2024-06-10,U01,P007,10290,135
2024-06-10,U01,P010,16003,181
2024-06-10,U01,P003,7583,277
2024-06-10,U01,P002,8240,212
2024-06-10,U02,P005,6291,193
2024-06-10,U02,P008,8550,294
2024-06-10,U02,P009,10084,273
2024-06-10,U02,P010,8809,313
2024-06-10,U02,P007,12156,240
2024-06-10,U03,P009,8339,316
2024-06-10,U03,P006,11098,419
2024-06-10,U03,P012,10721,125
2024-06-10,U03,P010,15505,251
2024-06-10,U03,P004,14232,186
2024-06-10,U03,P008,19780,179
2024-06-10,U03,P007,8075,334
2024-06-10,U04,P008,11321,509
2024-06-10,U04,P001,17355,684
2024-06-10,U04,P004,12060,218
2024-06-10,U04,P005,13247,502
2024-06-10,U04,P006,10502,159
2024-06-10,U04,P007,12697,545
2024-06-10,U04,P010,14876,303
2024-06-10,U05,P005,11804,485
2024-06-10,U05,P011,14883,513
2024-06-10,U05,P008,8208,354
2024-06-10,U05,P002,7166,284
2024-06-10,U05,P006,12441,488
2024-06-10,U06,P005,14297,427
2024-06-10,U06,P009,18386,307
2024-06-10,U06,P012,5899,166
2024-06-10,U06,P008,12047,416
2024-06-10,U06,P002,5318,238
2024-06-10,U07,P002,11434,193
2024-06-10,U07,P009,9375,103
2024-06-10,U07,P003,10522,163
2024-06-10,U07,P010,11892,358
2024-06-10,U07,P008,10651,443
2024-06-10,U07,P006,15326,195
2024-06-10,U07,P012,14459,388
2024-06-10,U08,P007,10743,479
2024-06-10,U08,P004,12745,515
2024-06-10,U08,P010,11183,476
2024-06-10,U08,P008,8106,343
2024-06-10,U08,P005,5392,110
2024-06-10,U08,P009,7860,257
2024-06-17,U01,P008,11522,256
2024-06-17,U01,P006,14355,414
2024-06-17,U01,P005,16319,718
2024-06-17,U01,P003,4461,186
2024-06-17,U01,P011,10744,393
2024-06-17,U01,P004,10985,376
2024-06-17,U02,P005,12798,260
2024-06-17,U02,P006,7536,167
2024-06-17,U02,P010,15222,555
2024-06-17,U02,P012,13233,299
2024-06-17,U02,P011,9851,375
2024-06-17,U03,P008,13905,544
2024-06-17,U03,P007,16557,502
2024-06-17,U03,P006,14727,394
2024-06-17,U03,P004,12458,252
2024-06-17,U03,P001,6500,129
2024-06-17,U03,P005,4175,37
2024-06-17,U03,P009,13890,338
2024-06-17,U04,P005,7374,234
2024-06-17,U04,P003,12594,438
2024-06-17,U04,P002,13524,207
2024-06-17,U04,P010,5417,60
2024-06-17,U04,P009,13078,115
2024-06-17,U04,P001,10226,239
2024-06-17,U05,P005,8963,303
2024-06-17,U05,P009,13539,523
2024-06-17,U05,P004,13811,174
2024-06-17,U05,P001,11696,283
2024-06-17,U05,P002,10842,435
2024-06-17,U05,P012,5468,56
2024-06-17,U05,P007,5460,212
2024-06-17,U06,P011,6825,63
2024-06-17,U06,P008,9021,309
2024-06-17,U06,P007,14001,542
2024-06-17,U06,P009,10225,157
2024-06-17,U06,P002,13774,576
2024-06-17,U06,P006,11420,198
2024-06-17,U07,P006,17322,393
2024-06-17,U07,P004,7927,322
2024-06-17,U07,P003,11406,258
2024-06-17,U07,P010,10087,212
2024-06-17,U08,P011,6963,217
2024-06-17,U08,P003,15237,296
2024-06-17,U08,P008,11337,508
2024-06-17,U08,P010,11563,290
2024-06-17,U08,P002,10704,332
2024-06-24,U01,P009,11826,109
2024-06-24,U01,P008,12396,347
2024-06-24,U01,P006,3606,56
2024-06-24,U01,P004,13839,435
2024-06-24,U02,P008,13128,356
2024-06-24,U02,P001,8421,341
2024-06-24,U02,P010,11245,270
2024-06-24,U02,P005,7381,268
2024-06-24,U02,P003,4468,124
2024-06-24,U02,P007,2713,37
2024-06-24,U02,P006,10516,128
2024-06-24,U03,P010,8976,334
2024-06-24,U03,P005,10184,255
2024-06-24,U03,P011,10665,447
2024-06-24,U03,P004,11603,108
2024-06-24,U03,P002,9972,159
2024-06-24,U04,P008,16494,494
2024-06-24,U04,P002,7053,258
2024-06-24,U04,P006,16910,541
2024-06-24,U04,P009,13596,149
2024-06-24,U04,P007,13491,360
2024-06-24,U04,P001,6709,148
2024-06-24,U04,P010,6031,260
2024-06-24,U05,P003,10738,288
2024-06-24,U05,P005,11629,369
2024-06-24,U05,P002,4138,175
2024-06-24,U05,P001,6913,105
2024-06-24,U06,P002,19185,445
2024-06-24,U06,P008,11748,127
2024-06-24,U06,P005,15464,647
2024-06-24,U06,P009,14969,157
2024-06-24,U06,P010,14970,520
2024-06-24,U07,P001,11648,332
2024-06-24,U07,P008,13099,428
2024-06-24,U07,P010,9734,436
2024-06-24,U07,P003,10202,374
2024-06-24,U08,P007,11951,413
2024-06-24,U08,P001,17446,395
2024-06-24,U08,P005,17634,712
2024-06-24,U08,P011,14899,126
2024-07-01,U01,P012,11510,287
2024-07-01,U01,P003,14378,617
2024-07-01,U01,P001,12126,542
2024-07-01,U01,P011,5483,204
2024-07-01,U01,P010,13800,185
2024-07-01,U01,P002,12975,108
2024-07-01,U01,P008,8822,96
2024-07-01,U02,P003,12293,355
2024-07-01,U02,P011,14434,180
2024-07-01,U02,P009,7315,262
2024-07-01,U02,P008,13795,445
2024-07-01,U02,P002,10805,185
2024-07-01,U02,P001,7158,94
2024-07-01,U02,P006,7389,254
2024-07-01,U03,P002,9691,81
2024-07-01,U03,P007,11996,467
2024-07-01,U03,P006,15251,348
2024-07-01,U03,P008,12229,407
2024-07-01,U03,P004,9279,407
2024-07-01,U03,P005,10467,200
2024-07-01,U04,P001,5361,56
2024-07-01,U04,P010,13306,340
2024-07-01,U04,P012,19144,493
2024-07-01,U04,P007,11794,95
2024-07-01,U04,P011,8401,273
2024-07-01,U05,P001,15028,299
2024-07-01,U05,P006,10573,221
2024-07-01,U05,P007,19626,785
2024-07-01,U05,P004,9916,92
2024-07-01,U05,P012,10089,347
2024-07-01,U05,P008,11511,263
2024-07-01,U05,P009,11282,475
2024-07-01,U06,P003,9369,166
2024-07-01,U06,P008,5622,101
2024-07-01,U06,P002,11218,393
2024-07-01,U06,P012,19895,369
2024-07-01,U07,P004,9017,192
2024-07-01,U07,P001,10395,350
2024-07-01,U07,P008,14475,479
2024-07-01,U07,P002,7503,335
2024-07-01,U07,P005,5757,70
2024-07-01,U08,P006,8677,363
2024-07-01,U08,P008,9120,399
2024-07-01,U08,P012,8963,217
2024-07-01,U08,P010,8777,372
2024-07-08,U01,P005,11647,451
2024-07-08,U01,P001,12797,514
2024-07-08,U01,P012,12038,432
2024-07-08,U01,P002,8253,161
2024-07-08,U01,P008,11551,153
2024-07-08,U01,P006,11780,109
2024-07-08,U01,P011,6230,158
2024-07-08,U02,P009,13944,350
2024-07-08,U02,P002,12692,205
2024-07-08,U02,P005,16290,161
2024-07-08,U02,P007,7823,260
2024-07-08,U02,P004,7425,179
2024-07-08,U03,P002,12358,149
2024-07-08,U03,P001,9828,176
2024-07-08,U03,P008,19403,565
2024-07-08,U03,P006,11360,191
2024-07-08,U03,P012,1809,62
2024-07-08,U03,P009,8725,182
2024-07-08,U03,P011,14028,351
2024-07-08,U04,P006,12842,135
2024-07-08,U04,P007,16654,474
2024-07-08,U04,P010,8492,283
2024-07-08,U04,P012,8017,337
2024-07-08,U05,P011,9627,331
2024-07-08,U05,P003,11800,323
2024-07-08,U05,P004,8223,346
2024-07-08,U05,P002,13069,293
2024-07-08,U05,P008,5588,243
2024-07-08,U05,P001,12389,534
2024-07-08,U05,P010,7306,134
2024-07-08,U06,P001,12495,343
2024-07-08,U06,P010,13910,458
2024-07-08,U06,P006,6933,149
2024-07-08,U06,P009,7412,120
2024-07-08,U06,P005,9688,110
2024-07-08,U06,P011,9805,433
2024-07-08,U06,P003,9434,245
2024-07-08,U07,P001,9373,379
2024-07-08,U07,P009,8089,119
2024-07-08,U07,P012,12027,473
2024-07-08,U07,P002,14966,211
2024-07-08,U08,P003,15789,548
2024-07-08,U08,P001,13096,354
2024-07-08,U08,P006,6948,107
2024-07-08,U08,P005,5713,117
2024-07-08,U08,P004,5386,44
2024-07-08,U08,P007,19250,854
2024-07-08,U08,P009,14404,464
2024-07-15,U01,P002,12829,559
2024-07-15,U01,P008,11405,207
2024-07-15,U01,P001,6433,237
2024-07-15,U01,P009,6056,221
2024-07-15,U01,P012,9427,352
2024-07-15,U01,P003,2237,66
2024-07-15,U01,P010,8827,186
2024-07-15,U02,P010,8246,172
2024-07-15,U02,P003,18243,688
2024-07-15,U02,P001,11105,251
2024-07-15,U02,P009,9943,208
2024-07-15,U02,P008,16285,220
2024-07-15,U02,P012,11498,264
2024-07-15,U03,P004,12019,497
2024-07-15,U03,P006,9855,84
2024-07-15,U03,P010,12060,270
2024-07-15,U03,P007,15622,292
2024-07-15,U03,P005,10202,307
2024-07-15,U03,P002,15301,282
2024-07-15,U04,P005,13164,141
2024-07-15,U04,P002,16454,465
2024-07-15,U04,P007,3655,89
2024-07-15,U04,P004,9353,83
2024-07-15,U05,P011,12210,140
2024-07-15,U05,P008,8554,381
2024-07-15,U05,P007,10907,308
2024-07-15,U05,P005,14347,551
2024-07-15,U05,P001,12291,429
2024-07-15,U05,P006,6908,219
2024-07-15,U06,P007,9634,378
2024-07-15,U06,P006,8503,78
2024-07-15,U06,P012,10089,179
2024-07-15,U06,P011,16659,363
2024-07-15,U07,P011,12412,376
2024-07-15,U07,P001,15034,411
2024-07-15,U07,P009,11928,366
2024-07-15,U07,P004,10261,254
2024-07-15,U07,P012,12791,405
2024-07-15,U08,P005,12891,212
2024-07-15,U08,P003,7901,309
2024-07-15,U08,P004,13685,129
2024-07-15,U08,P010,8457,232
2024-07-22,U01,P012,18687,328
2024-07-22,U01,P001,18004,564
2024-07-22,U01,P004,9666,201
2024-07-22,U01,P011,17387,306
2024-07-22,U01,P005,14566,616
2024-07-22,U02,P010,18163,316
2024-07-22,U02,P006,4256,181
2024-07-22,U02,P001,21444,577
2024-07-22,U02,P007,14293,478
2024-07-22,U02,P005,6397,140
2024-07-22,U02,P004,14659,373
2024-07-22,U03,P008,11386,507
2024-07-22,U03,P007,7005,119
2024-07-22,U03,P005,15855,350
2024-07-22,U03,P012,7230,120
2024-07-22,U03,P002,7529,265
2024-07-22,U03,P011,6638,89
2024-07-22,U04,P004,7175,67
2024-07-22,U04,P010,10769,417
2024-07-22,U04,P009,13018,150
2024-07-22,U04,P001,7189,215
2024-07-22,U04,P005,9025,405
2024-07-22,U04,P007,13431,408
2024-07-22,U04,P006,8500,210
2024-07-22,U05,P010,6359,241
2024-07-22,U05,P004,10621,94
2024-07-22,U05,P011,5766,251
2024-07-22,U05,P007,11634,391
2024-07-22,U05,P006,11980,482
2024-07-22,U06,P007,9024,174
2024-07-22,U06,P002,11620,494
2024-07-22,U06,P010,10018,362
2024-07-22,U06,P009,11531,320
2024-07-22,U06,P001,4904,102
2024-07-22,U06,P008,5375,89
2024-07-22,U07,P009,17477,509
2024-07-22,U07,P002,13772,351
2024-07-22,U07,P007,16053,370
2024-07-22,U07,P001,11162,327
2024-07-22,U07,P006,13978,602
2024-07-22,U07,P011,11617,178
2024-07-22,U08,P002,13059,452
2024-07-22,U08,P012,12438,417
2024-07-22,U08,P007,3900,85
2024-07-22,U08,P009,16801,683
2024-07-29,U01,P006,14009,361
2024-07-29,U01,P010,11211,500
2024-07-29,U01,P002,147,2
2024-07-29,U01,P007,13253,392
2024-07-29,U02,P012,4816,204
2024-07-29,U02,P011,15770,181
2024-07-29,U02,P003,9643,236
2024-07-29,U02,P001,9317,393
2024-07-29,U03,P012,11314,368
2024-07-29,U03,P006,8494,380
2024-07-29,U03,P010,15669,551
2024-07-29,U03,P011,6950,205
2024-07-29,U04,P006,5518,149
2024-07-29,U04,P002,8932,221
2024-07-29,U04,P012,11075,113
2024-07-29,U04,P011,10453,219
2024-07-29,U05,P006,6507,105
2024-07-29,U05,P011,10729,280
2024-07-29,U05,P012,11224,241
2024-07-29,U05,P010,16531,600
2024-07-29,U05,P008,3805,157
2024-07-29,U05,P005,9767,391
2024-07-29,U06,P009,14629,265
2024-07-29,U06,P002,10329,149
2024-07-29,U06,P003,8616,330
2024-07-29,U06,P005,6626,128
2024-07-29,U06,P004,17489,333
2024-07-29,U07,P012,16690,373
2024-07-29,U07,P008,15525,201
2024-07-29,U07,P002,10296,238
2024-07-29,U07,P004,3512,138
2024-07-29,U07,P007,9547,181
2024-07-29,U07,P005,11692,211
2024-07-29,U08,P002,22285,592
2024-07-29,U08,P004,15960,197
2024-07-29,U08,P001,7825,300
2024-07-29,U08,P007,12717,246
2024-07-29,U08,P005,11477,261
2024-07-29,U08,P011,8550,243
2024-07-29,U08,P009,10587,204
2024-08-05,U01,P007,14362,431
2024-08-05,U01,P010,12913,473
2024-08-05,U01,P002,14391,370
2024-08-05,U01,P012,4166,89
2024-08-05,U01,P011,11270,206
2024-08-05,U02,P012,7728,285
2024-08-05,U02,P007,4438,78
2024-08-05,U02,P002,12506,111
2024-08-05,U02,P006,9786,340
2024-08-05,U02,P011,7002,215
2024-08-05,U02,P001,5208,101
2024-08-05,U03,P009,9609,268
2024-08-05,U03,P005,14238,451
2024-08-05,U03,P007,10123,85
2024-08-05,U03,P006,10194,215
2024-08-05,U04,P008,16501,486
2024-08-05,U04,P005,9319,142
2024-08-05,U04,P004,12378,329
2024-08-05,U04,P001,7220,204
2024-08-05,U05,P008,8042,222
2024-08-05,U05,P004,10394,152
2024-08-05,U05,P009,7339,321
2024-08-05,U05,P003,6775,83
2024-08-05,U05,P011,16375,433
2024-08-05,U05,P002,6872,120
2024-08-05,U05,P001,9703,413
2024-08-05,U06,P008,8843,327
2024-08-05,U06,P004,8235,283
2024-08-05,U06,P006,14577,382
2024-08-05,U06,P010,6215,216
2024-08-05,U07,P002,9425,97
2024-08-05,U07,P008,3689,30
2024-08-05,U07,P007,10867,281
2024-08-05,U07,P005,10886,201
2024-08-05,U07,P010,13406,137
2024-08-05,U07,P009,8216,164
2024-08-05,U08,P001,17592,727
2024-08-05,U08,P010,14351,327
2024-08-05,U08,P011,11832,465
2024-08-05,U08,P005,4183,61
2024-08-05,U08,P004,5152,120
2024-08-12,U01,P003,12224,122
2024-08-12,U01,P001,12275,484
2024-08-12,U01,P006,13088,526
2024-08-12,U01,P010,15083,193
2024-08-12,U01,P002,9171,338
2024-08-12,U01,P007,10603,455
2024-08-12,U01,P011,12076,361
2024-08-12,U02,P012,10355,142
2024-08-12,U02,P001,7147,219
2024-08-12,U02,P008,1855,47
2024-08-12,U02,P004,4423,140
2024-08-12,U03,P011,7731,203
2024-08-12,U03,P006,5515,49
2024-08-12,U03,P003,9497,209
2024-08-12,U03,P012,11420,120
2024-08-12,U04,P010,6727,102
2024-08-12,U04,P012,7057,130
2024-08-12,U04,P004,8591,310
2024-08-12,U04,P003,8904,344
2024-08-12,U04,P007,10764,314
2024-08-12,U05,P009,10923,171
2024-08-12,U05,P004,13655,520
2024-08-12,U05,P007,13287,433
2024-08-12,U05,P011,12477,512
2024-08-12,U05,P001,17103,767
2024-08-12,U06,P001,11349,228
2024-08-12,U06,P012,7837,228
2024-08-12,U06,P009,7196,161
2024-08-12,U06,P007,11800,179
2024-08-12,U06,P004,12634,107
2024-08-12,U07,P006,17147,156
2024-08-12,U07,P004,14079,350
2024-08-12,U07,P010,12679,277
2024-08-12,U07,P011,10770,288
2024-08-12,U07,P002,8825,343
2024-08-12,U07,P009,13762,395
2024-08-12,U07,P008,11761,455
2024-08-12,U08,P011,11521,481
2024-08-12,U08,P004,2364,38
2024-08-12,U08,P009,11127,167
2024-08-12,U08,P007,11273,191
2024-08-12,U08,P003,9789,339
2024-08-12,U08,P010,13497,351
2024-08-12,U08,P005,5064,44
2024-08-19,U01,P007,4627,183
2024-08-19,U01,P005,5872,204
2024-08-19,U01,P009,7571,330
2024-08-19,U01,P006,9877,201
2024-08-19,U01,P012,6065,196
2024-08-19,U01,P002,11071,299
2024-08-19,U02,P008,7910,309
2024-08-19,U02,P001,7295,86
2024-08-19,U02,P007,11471,321
2024-08-19,U02,P006,13375,544
2024-08-19,U02,P002,4976,103
2024-08-19,U03,P005,8051,137
2024-08-19,U03,P004,11840,103
2024-08-19,U03,P003,15293,328
2024-08-19,U03,P001,1574,57
2024-08-19,U03,P002,13351,244
2024-08-19,U03,P009,5862,75
2024-08-19,U04,P009,12085,378
2024-08-19,U04,P011,16613,528
2024-08-19,U04,P004,9806,213
2024-08-19,U04,P006,13283,270
2024-08-19,U04,P007,4754,206
2024-08-19,U04,P001,9893,240
2024-08-19,U05,P003,12843,147
2024-08-19,U05,P011,19028,520
2024-08-19,U05,P001,8636,183
2024-08-19,U05,P008,8547,154
2024-08-19,U05,P005,12258,447
2024-08-19,U06,P001,6418,221
2024-08-19,U06,P003,14568,447
2024-08-19,U06,P006,12941,495
2024-08-19,U06,P007,7719,96
2024-08-19,U06,P005,9385,326
2024-08-19,U07,P011,12757,444
2024-08-19,U07,P009,12240,524
2024-08-19,U07,P003,8419,366
2024-08-19,U07,P002,7594,121
2024-08-19,U07,P004,12890,184
2024-08-19,U07,P008,12483,183
2024-08-19,U07,P001,5909,263
2024-08-19,U08,P009,14507,116
2024-08-19,U08,P004,6353,186
2024-08-19,U08,P008,11507,408
2024-08-19,U08,P006,8729,361
2024-08-19,U08,P012,8704,375
2024-08-19,U08,P003,13613,374
2024-08-19,U08,P011,7898,120
2024-08-26,U01,P002,9484,425
2024-08-26,U01,P008,10629,115
2024-08-26,U01,P006,12494,234
2024-08-26,U01,P001,7346,318
2024-08-26,U01,P005,9526,164
2024-08-26,U01,P010,10297,194
2024-08-26,U01,P009,13732,321
2024-08-26,U02,P003,10589,302
2024-08-26,U02,P002,11821,167
2024-08-26,U02,P001,10879,156
2024-08-26,U02,P007,12144,308
2024-08-26,U03,P004,12612,487
2024-08-26,U03,P009,16570,294
2024-08-26,U03,P006,12219,387
2024-08-26,U03,P002,11035,99
2024-08-26,U03,P001,9872,95
2024-08-26,U03,P005,10032,185
2024-08-26,U03,P010,7705,189
2024-08-26,U04,P011,10330,360
2024-08-26,U04,P006,9453,248
2024-08-26,U04,P010,9771,319
2024-08-26,U04,P002,11849,106
