date,code_produit,code_usine,stock_qte,stock_valeur
2024-08-05,P012,U03,3996,14685.3
2024-08-05,P007,U03,767,7190.62
2024-08-05,P009,U04,2220,7659.0
2024-08-05,P006,U04,3175,14049.38
2024-08-05,P007,U04,1310,12281.25
2024-08-05,P011,U04,929,1741.88
2024-08-05,P001,U04,2004,10370.7
2024-08-05,P005,U05,1883,7626.15
2024-08-05,P008,U05,3449,9829.65
2024-08-05,P001,U05,4226,21869.55
2024-08-05,P006,U05,4486,19850.55
2024-08-05,P011,U05,2072,3885.0
2024-08-05,P004,U06,1859,9062.62
2024-08-05,P002,U06,2581,8130.15
2024-08-05,P006,U06,2489,11013.83
2024-08-05,P009,U06,1280,4416.0
2024-08-05,P005,U06,991,4013.55
2024-08-05,P008,U06,1772,5050.2
2024-08-05,P012,U06,3973,14600.78
2024-08-05,P010,U06,3932,9436.8
2024-08-05,P004,U07,2107,10271.62
2024-08-05,P001,U07,2962,15328.35
2024-08-05,P012,U07,4181,15365.18
2024-08-05,P007,U07,2880,27000.0
2024-08-05,P008,U07,2495,7110.75
2024-08-05,P003,U07,3694,21609.9
2024-08-05,P011,U07,226,423.75
2024-08-05,P002,U07,0,0.0
2024-08-05,P003,U08,1928,11278.8
2024-08-05,P005,U08,3302,13373.1
2024-08-05,P004,U08,587,2861.62
2024-08-05,P011,U08,2258,4233.75
2024-08-05,P008,U08,2924,8333.4
2024-08-05,P012,U08,3215,11815.13
2024-08-05,P006,U08,599,2650.58
2024-08-12,P007,U01,0,0.0
2024-08-12,P009,U01,0,0.0
2024-08-12,P008,U01,2911,8296.35
2024-08-12,P001,U01,3628,18774.9
2024-08-12,P004,U01,2732,13318.5
2024-08-12,P012,U01,3762,13825.35
2024-08-12,P011,U01,2954,5538.75
2024-08-12,P001,U02,1352,6996.6
2024-08-12,P006,U02,3961,17527.43
2024-08-12,P005,U02,2088,8456.4
2024-08-12,P002,U02,1304,4107.6
2024-08-12,P011,U02,2345,4396.88
2024-08-12,P003,U02,4212,24640.2
2024-08-12,P004,U02,4151,20236.12
2024-08-12,P004,U03,3123,15224.62
2024-08-12,P005,U03,2181,8833.05
2024-08-12,P009,U03,2862,9873.9
2024-08-12,P012,U03,2035,7478.62
2024-08-12,P002,U03,1243,3915.45
2024-08-12,P008,U03,189,538.65
2024-08-12,P001,U04,2321,12011.18
2024-08-12,P010,U04,3652,8764.8
2024-08-12,P003,U04,3070,17959.5
2024-08-12,P012,U04,1063,3906.53
2024-08-12,P002,U04,0,0.0
2024-08-12,P002,U05,4699,14801.85
2024-08-12,P001,U05,4610,23856.75
2024-08-12,P004,U05,821,4002.38
2024-08-12,P009,U05,2022,6975.9
2024-08-12,P005,U05,565,2288.25
2024-08-12,P012,U05,1680,6174.0
2024-08-12,P006,U05,1227,5429.48
2024-08-12,P010,U05,3391,8138.4
2024-08-12,P011,U06,4016,7530.0
2024-08-12,P002,U06,5316,16745.4
2024-08-12,P004,U06,3109,15156.38
2024-08-12,P007,U06,3948,37012.5
2024-08-12,P008,U06,397,1131.45
2024-08-12,P005,U06,3702,14993.1
2024-08-12,P012,U06,2797,10278.98
2024-08-12,P010,U06,3838,9211.2
2024-08-12,P010,U07,2093,5023.2
2024-08-12,P004,U07,2056,10023.0
2024-08-12,P011,U07,3168,5940.0
2024-08-12,P006,U07,1423,6296.78
2024-08-12,P002,U07,0,0.0
2024-08-12,P012,U07,3790,13928.25
2024-08-12,P003,U07,888,5194.8
2024-08-12,P001,U07,2041,10562.18
2024-08-12,P007,U08,2459,23053.12
2024-08-12,P002,U08,3509,11053.35
2024-08-12,P012,U08,1369,5031.08
2024-08-12,P005,U08,1840,7452.0
2024-08-12,P004,U08,2744,13377.0
2024-08-12,P003,U08,3631,21241.35
2024-08-12,P011,U08,2526,4736.25
2024-08-12,P001,U08,3576,18505.8
2024-08-19,P001,U01,0,0.0
2024-08-19,P006,U01,3368,14903.4
2024-08-19,P007,U01,2944,27600.0
2024-08-19,P011,U01,0,0.0
2024-08-19,P003,U01,0,0.0
2024-08-19,P009,U01,2213,7634.85
2024-08-19,P008,U01,2562,7301.7
2024-08-19,P007,U02,5186,48618.75
2024-08-19,P002,U02,0,0.0
2024-08-19,P004,U02,0,0.0
2024-08-19,P003,U02,987,5773.95
2024-08-19,P005,U02,1948,7889.4
2024-08-19,P012,U02,3060,11245.5
2024-08-19,P001,U03,3090,15990.75
2024-08-19,P003,U03,2067,12091.95
2024-08-19,P002,U03,2847,8968.05
2024-08-19,P009,U03,0,0.0
2024-08-19,P008,U03,4939,14076.15
2024-08-19,P012,U04,2156,7923.3
2024-08-19,P005,U04,2771,11222.55
2024-08-19,P007,U04,2592,24300.0
2024-08-19,P004,U04,1714,8355.75
2024-08-19,P001,U04,1584,8197.2
2024-08-19,P008,U05,1753,4996.05
2024-08-19,P010,U05,2598,6235.2
2024-08-19,P006,U05,4041,17881.43
2024-08-19,P007,U05,1757,16471.88
2024-08-19,P009,U05,0,0.0
2024-08-19,P003,U05,2198,12858.3
2024-08-19,P011,U05,2514,4713.75
2024-08-19,P001,U05,2249,11638.58
2024-08-19,P004,U06,2542,12392.25
2024-08-19,P001,U06,0,0.0
2024-08-19,P002,U06,2599,8186.85
2024-08-19,P007,U06,0,0.0
2024-08-19,P009,U06,2044,7051.8
2024-08-19,P006,U06,1363,6031.28
2024-08-19,P011,U06,3260,6112.5
2024-08-19,P003,U06,3070,17959.5
2024-08-19,P010,U07,1394,3345.6
2024-08-19,P002,U07,1067,3361.05
2024-08-19,P005,U07,5235,21201.75
2024-08-19,P012,U07,2486,9136.05
2024-08-19,P008,U07,907,2584.95
2024-08-19,P001,U07,1587,8212.73
2024-08-19,P009,U07,2005,6917.25
2024-08-19,P001,U08,571,2954.93
2024-08-19,P008,U08,3529,10057.65
2024-08-19,P011,U08,2070,3881.25
2024-08-19,P005,U08,5647,22870.35
2024-08-19,P010,U08,3058,7339.2
2024-08-19,P004,U08,848,4134.0
2024-08-26,P009,U01,1226,4229.7
2024-08-26,P003,U01,0,0.0
2024-08-26,P002,U01,1816,5720.4
2024-08-26,P008,U01,3830,10915.5
2024-08-26,P011,U01,2531,4745.62
2024-08-26,P010,U01,1674,4017.6
2024-08-26,P004,U02,2409,11743.88
2024-08-26,P005,U02,0,0.0
2024-08-26,P007,U02,425,3984.38
2024-08-26,P002,U02,528,1663.2
2024-08-26,P001,U02,3104,16063.2
2024-08-26,P009,U02,0,0.0
2024-08-26,P006,U02,1066,4717.05
2024-08-26,P003,U02,2923,17099.55
2024-08-26,P006,U03,2646,11708.55
2024-08-26,P012,U03,0,0.0
2024-08-26,P003,U03,2533,14818.05
2024-08-26,P010,U03,864,2073.6
2024-08-26,P002,U03,3301,10398.15
2024-08-26,P001,U03,3944,20410.2
2024-08-26,P005,U03,4772,19326.6
2024-08-26,P005,U04,3048,12344.4
2024-08-26,P009,U04,0,0.0
2024-08-26,P010,U04,972,2332.8
2024-08-26,P002,U04,4487,14134.05
2024-08-26,P001,U04,2957,15302.47
2024-08-26,P004,U05,1452,7078.5
2024-08-26,P012,U05,1956,7188.3
2024-08-26,P006,U05,4450,19691.25
2024-08-26,P003,U05,3342,19550.7
2024-08-26,P001,U05,3357,17372.48
2024-08-26,P011,U05,1909,3579.38
2024-08-26,P007,U05,1816,17025.0
2024-08-26,P008,U06,1872,5335.2
2024-08-26,P005,U06,1356,5491.8
2024-08-26,P002,U06,4558,14357.7
2024-08-26,P007,U06,852,7987.5
2024-08-26,P003,U06,1242,7265.7
2024-08-26,P004,U06,2335,11383.12
2024-08-26,P001,U06,3045,15757.88
2024-08-26,P012,U06,2125,7809.38
2024-08-26,P011,U07,2139,4010.62
2024-08-26,P005,U07,2538,10278.9
2024-08-26,P010,U07,1721,4130.4
2024-08-26,P006,U07,2742,12133.35
2024-08-26,P004,U07,1435,6995.62
2024-08-26,P002,U07,2654,8360.1
2024-08-26,P001,U08,3286,17005.05
2024-08-26,P009,U08,1664,5740.8
2024-08-26,P008,U08,2450,6982.5
2024-08-26,P010,U08,1624,3897.6
2024-08-26,P005,U08,875,3543.75
2024-08-26,P007,U08,1163,10903.12
2024-09-02,P005,U01,1854,7508.7
2024-09-02,P010,U01,1375,3300.0
2024-09-02,P004,U01,3570,17403.75
2024-09-02,P008,U01,3224,9188.4
2024-09-02,P006,U01,2338,10345.65
2024-09-02,P007,U01,480,4500.0
2024-09-02,P004,U02,2160,10530.0
2024-09-02,P012,U02,2777,10205.48
2024-09-02,P009,U02,4910,16939.5
2024-09-02,P003,U02,2525,14771.25
2024-09-02,P007,U02,3555,33328.12
2024-09-02,P008,U02,1483,4226.55
2024-09-02,P001,U02,2798,14479.65
2024-09-02,P005,U02,2389,9675.45
2024-09-02,P008,U03,2790,7951.5
2024-09-02,P012,U03,4864,17875.2
2024-09-02,P002,U03,1040,3276.0
2024-09-02,P004,U03,1879,9160.12
2024-09-02,P010,U03,713,1711.2
2024-09-02,P001,U03,2809,14536.58
2024-09-02,P005,U03,3118,12627.9
2024-09-02,P009,U04,3826,13199.7
2024-09-02,P003,U04,2126,12437.1
2024-09-02,P012,U04,1685,6192.38
2024-09-02,P006,U04,1110,4911.75
2024-09-02,P010,U04,0,0.0
2024-09-02,P002,U04,4587,14449.05
2024-09-02,P005,U05,2618,10602.9
2024-09-02,P001,U05,2812,14552.1
2024-09-02,P002,U05,0,0.0
2024-09-02,P011,U05,2511,4708.12
2024-09-02,P008,U05,1087,3097.95
2024-09-02,P012,U05,0,0.0
2024-09-02,P003,U05,1714,10026.9
2024-09-02,P007,U06,693,6496.88
2024-09-02,P009,U06,2742,9459.9
2024-09-02,P005,U06,2186,8853.3
2024-09-02,P002,U06,1436,4523.4
2024-09-02,P004,U06,2522,12294.75
2024-09-02,P008,U06,2888,8230.8
2024-09-02,P012,U06,592,2175.6
2024-09-02,P006,U07,3056,13522.8
2024-09-02,P004,U07,1245,6069.38
2024-09-02,P010,U07,0,0.0
2024-09-02,P005,U07,2461,9967.05
2024-09-02,P008,U07,1359,3873.15
2024-09-02,P003,U07,0,0.0
2024-09-02,P011,U07,2502,4691.25
2024-09-02,P009,U07,2952,10184.4
2024-09-02,P001,U08,3516,18195.3
2024-09-02,P009,U08,5875,20268.75
2024-09-02,P010,U08,1995,4788.0
2024-09-02,P005,U08,3037,12299.85
2024-09-02,P003,U08,3203,18737.55
2024-09-02,P007,U08,577,5409.38
2024-09-02,P011,U08,0,0.0
2024-09-09,P009,U01,2330,8038.5
2024-09-09,P006,U01,0,0.0
2024-09-09,P007,U01,3258,30543.75
2024-09-09,P003,U01,752,4399.2
2024-09-09,P005,U01,2471,10007.55
2024-09-09,P002,U01,3702,11661.3
2024-09-09,P003,U02,2292,13408.2
2024-09-09,P006,U02,2081,9208.43
2024-09-09,P008,U02,790,2251.5
2024-09-09,P005,U02,3986,16143.3
2024-09-09,P010,U02,1861,4466.4
2024-09-09,P001,U02,3599,18624.83
2024-09-09,P009,U02,1431,4936.95
2024-09-09,P007,U02,2862,26831.25
2024-09-09,P007,U03,1891,17728.12
2024-09-09,P004,U03,2328,11349.0
2024-09-09,P008,U03,1404,4001.4
2024-09-09,P010,U03,2649,6357.6
2024-09-09,P003,U03,1885,11027.25
2024-09-09,P009,U04,1381,4764.45
2024-09-09,P005,U04,2597,10517.85
2024-09-09,P010,U04,2351,5642.4
2024-09-09,P008,U04,2256,6429.6
2024-09-09,P003,U04,0,0.0
2024-09-09,P011,U05,2502,4691.25
2024-09-09,P002,U05,947,2983.05
2024-09-09,P009,U05,1342,4629.9
2024-09-09,P004,U05,647,3154.12
2024-09-09,P012,U05,3633,13351.28
2024-09-09,P005,U05,2275,9213.75
2024-09-09,P003,U05,2736,16005.6
2024-09-09,P007,U06,4093,38371.88
2024-09-09,P008,U06,1383,3941.55
2024-09-09,P001,U06,1657,8574.98
2024-09-09,P005,U06,0,0.0
2024-09-09,P004,U06,1802,8784.75
2024-09-09,P011,U06,2185,4096.88
2024-09-09,P012,U07,2222,8165.85
2024-09-09,P001,U07,3026,15659.55
2024-09-09,P009,U07,3627,12513.15
2024-09-09,P008,U07,2949,8404.65
2024-09-09,P006,U07,3907,17288.48
2024-09-09,P002,U07,0,0.0
2024-09-09,P002,U08,1531,4822.65
2024-09-09,P008,U08,0,0.0
2024-09-09,P009,U08,0,0.0
2024-09-09,P012,U08,4423,16254.53
2024-09-09,P007,U08,1662,15581.25
2024-09-09,P006,U08,2336,10336.8
2024-09-16,P004,U01,2569,12523.88
2024-09-16,P006,U01,2943,13022.78
2024-09-16,P009,U01,841,2901.45
2024-09-16,P008,U01,0,0.0
2024-09-16,P011,U01,2626,4923.75
2024-09-16,P004,U02,3655,17818.12
2024-09-16,P005,U02,3361,13612.05
2024-09-16,P006,U02,0,0.0
2024-09-16,P007,U02,3172,29737.5
2024-09-16,P008,U02,0,0.0
2024-09-16,P011,U02,4180,7837.5
2024-09-16,P010,U02,3218,7723.2
2024-09-16,P002,U03,3209,10108.35
2024-09-16,P005,U03,2756,11161.8
2024-09-16,P011,U03,0,0.0
2024-09-16,P008,U03,2974,8475.9
2024-09-16,P004,U03,1589,7746.38
2024-09-16,P006,U03,3048,13487.4
2024-09-16,P003,U03,1838,10752.3
2024-09-16,P006,U04,1922,8504.85
2024-09-16,P004,U04,3020,14722.5
2024-09-16,P008,U04,3834,10926.9
2024-09-16,P002,U04,2769,8722.35
2024-09-16,P007,U04,2519,23615.62
2024-09-16,P012,U04,4032,14817.6
2024-09-16,P003,U04,1530,8950.5
2024-09-16,P001,U04,1520,7866.0
2024-09-16,P011,U05,3164,5932.5
2024-09-16,P002,U05,2031,6397.65
2024-09-16,P003,U05,446,2609.1
2024-09-16,P010,U05,1514,3633.6
2024-09-16,P007,U05,3154,29568.75
2024-09-16,P005,U05,3742,15155.1
2024-09-16,P011,U06,3729,6991.88
2024-09-16,P006,U06,1122,4964.85
2024-09-16,P008,U06,5717,16293.45
2024-09-16,P004,U06,3969,19348.88
2024-09-16,P003,U06,0,0.0
2024-09-16,P009,U06,5139,17729.55
2024-09-16,P007,U06,1883,17653.12
2024-09-16,P001,U06,3599,18624.83
2024-09-16,P003,U07,0,0.0
2024-09-16,P006,U07,1883,8332.28
2024-09-16,P005,U07,1401,5674.05
2024-09-16,P010,U07,2713,6511.2
2024-09-16,P007,U07,6292,58987.5
2024-09-16,P012,U07,4317,15864.98
2024-09-16,P002,U07,2909,9163.35
2024-09-16,P001,U08,1431,7405.42
2024-09-16,P004,U08,2021,9852.38
2024-09-16,P003,U08,0,0.0
2024-09-16,P005,U08,2505,10145.25
2024-09-16,P010,U08,1612,3868.8
2024-09-16,P012,U08,2610,9591.75
2024-09-16,P009,U08,3464,11950.8
2024-09-16,P006,U08,1922,8504.85
2024-09-23,P003,U01,4697,27477.45
2024-09-23,P007,U01,2530,23718.75
2024-09-23,P009,U01,2043,7048.35
2024-09-23,P011,U01,4358,8171.25
2024-09-23,P004,U01,3036,14800.5
2024-09-23,P008,U02,0,0.0
2024-09-23,P002,U02,0,0.0
2024-09-23,P011,U02,2486,4661.25
2024-09-23,P012,U02,1339,4920.83
2024-09-23,P010,U02,292,700.8
2024-09-23,P009,U03,5223,18019.35
2024-09-23,P010,U03,2763,6631.2
2024-09-23,P004,U03,2792,13611.0
2024-09-23,P008,U03,1827,5206.95
2024-09-23,P001,U03,1201,6215.17
2024-09-23,P011,U04,3237,6069.38
2024-09-23,P008,U04,2328,6634.8
2024-09-23,P010,U04,3141,7538.4
2024-09-23,P001,U04,4141,21429.68
2024-09-23,P009,U04,1437,4957.65
2024-09-23,P007,U04,3765,35296.88
2024-09-23,P003,U04,2181,12758.85
2024-09-23,P004,U05,1953,9520.88
2024-09-23,P001,U05,3843,19887.53
2024-09-23,P010,U05,1220,2928.0
2024-09-23,P009,U05,0,0.0
2024-09-23,P005,U05,2386,9663.3
2024-09-23,P011,U05,3188,5977.5
2024-09-23,P002,U05,2619,8249.85
2024-09-23,P004,U06,3035,14795.62
2024-09-23,P009,U06,1325,4571.25
2024-09-23,P002,U06,1870,5890.5
2024-09-23,P005,U06,3321,13450.05
2024-09-23,P007,U06,1880,17625.0
2024-09-23,P007,U07,4205,39421.88
2024-09-23,P002,U07,1608,5065.2
2024-09-23,P011,U07,2405,4509.38
2024-09-23,P009,U07,1799,6206.55
2024-09-23,P001,U07,2522,13051.35
2024-09-23,P003,U07,2689,15730.65
2024-09-23,P006,U07,4893,21651.53
2024-09-23,P010,U07,0,0.0
2024-09-23,P010,U08,2462,5908.8
2024-09-23,P005,U08,3290,13324.5
2024-09-23,P012,U08,0,0.0
2024-09-23,P008,U08,2966,8453.1
2024-09-23,P003,U08,0,0.0
2024-09-23,P011,U08,1670,3131.25
2024-09-30,P005,U01,2041,8266.05
2024-09-30,P006,U01,3755,16615.88
2024-09-30,P002,U01,3243,10215.45
2024-09-30,P010,U01,2912,6988.8
2024-09-30,P001,U01,2210,11436.75
2024-09-30,P003,U01,3381,19778.85
2024-09-30,P008,U01,2915,8307.75
2024-09-30,P008,U02,1677,4779.45
2024-09-30,P006,U02,2072,9168.6
2024-09-30,P004,U02,0,0.0
2024-09-30,P009,U02,3004,10363.8
2024-09-30,P005,U02,1822,7379.1
2024-09-30,P012,U02,4119,15137.33
2024-09-30,P001,U02,2370,12264.75
2024-09-30,P010,U02,2710,6504.0
2024-09-30,P007,U03,1900,17812.5
2024-09-30,P004,U03,1829,8916.38
2024-09-30,P001,U03,1179,6101.33
2024-09-30,P005,U03,2207,8938.35
2024-09-30,P006,U03,3346,14806.05
2024-09-30,P010,U03,0,0.0
2024-09-30,P009,U04,789,2722.05
2024-09-30,P006,U04,3295,14580.38
2024-09-30,P003,U04,4343,25406.55
2024-09-30,P004,U04,2554,12450.75
2024-09-30,P002,U04,2230,7024.5
2024-09-30,P005,U04,2280,9234.0
2024-09-30,P010,U05,1303,3127.2
2024-09-30,P001,U05,2385,12342.38
2024-09-30,P002,U05,585,1842.75
2024-09-30,P008,U05,2595,7395.75
2024-09-30,P003,U05,3981,23288.85
2024-09-30,P007,U05,0,0.0
2024-09-30,P005,U05,0,0.0
2024-09-30,P012,U06,2255,8287.12
2024-09-30,P005,U06,1165,4718.25
2024-09-30,P002,U06,0,0.0
2024-09-30,P008,U06,3311,9436.35
2024-09-30,P009,U06,1846,6368.7
2024-09-30,P003,U06,4145,24248.25
2024-09-30,P007,U06,2313,21684.38
2024-09-30,P008,U07,4269,12166.65
2024-09-30,P007,U07,4238,39731.25
2024-09-30,P005,U07,3371,13652.55
2024-09-30,P012,U07,1573,5780.78
2024-09-30,P006,U07,3553,15722.03
2024-09-30,P001,U07,2913,15074.78
2024-09-30,P010,U07,2094,5025.6
2024-09-30,P002,U07,2330,7339.5
2024-09-30,P009,U08,1253,4322.85
2024-09-30,P010,U08,2427,5824.8
2024-09-30,P007,U08,3198,29981.25
2024-09-30,P006,U08,2485,10996.12
2024-09-30,P011,U08,2870,5381.25
2024-09-30,P008,U08,4150,11827.5
2024-10-07,P003,U01,3046,17819.1
2024-10-07,P004,U01,0,0.0
2024-10-07,P001,U01,1694,8766.45
2024-10-07,P006,U01,3119,13801.58
2024-10-07,P005,U01,3023,12243.15
2024-10-07,P007,U01,1945,18234.38
2024-10-07,P002,U01,1718,5411.7
2024-10-07,P009,U01,2261,7800.45
2024-10-07,P003,U02,3342,19550.7
2024-10-07,P001,U02,667,3451.73
2024-10-07,P005,U02,3551,14381.55
2024-10-07,P008,U02,0,0.0
2024-10-07,P010,U02,3374,8097.6
2024-10-07,P002,U03,1652,5203.8
2024-10-07,P006,U03,3675,16261.88
2024-10-07,P010,U03,2947,7072.8
2024-10-07,P011,U03,3698,6933.75
2024-10-07,P001,U03,1182,6116.85
2024-10-07,P001,U04,4209,21781.58
2024-10-07,P006,U04,2841,12571.43
2024-10-07,P003,U04,2654,15525.9
2024-10-07,P012,U04,2032,7467.6
2024-10-07,P011,U04,2639,4948.12
2024-10-07,P010,U04,3770,9048.0
2024-10-07,P009,U04,1115,3846.75
2024-10-07,P008,U05,3012,8584.2
2024-10-07,P003,U05,2407,14080.95
2024-10-07,P011,U05,0,0.0
2024-10-07,P004,U05,1551,7561.12
2024-10-07,P006,U05,255,1128.38
2024-10-07,P010,U05,2208,5299.2
2024-10-07,P002,U06,1075,3386.25
2024-10-07,P001,U06,3158,16342.65
2024-10-07,P010,U06,3200,7680.0
2024-10-07,P007,U06,2069,19396.88
2024-10-07,P005,U06,3104,12571.2
2024-10-07,P004,U07,2978,14517.75
2024-10-07,P008,U07,0,0.0
2024-10-07,P005,U07,4520,18306.0
2024-10-07,P002,U07,3206,10098.9
2024-10-07,P001,U07,1987,10282.73
2024-10-07,P003,U07,0,0.0
2024-10-07,P004,U08,2158,10520.25
2024-10-07,P005,U08,3036,12295.8
2024-10-07,P009,U08,5529,19075.05
2024-10-07,P011,U08,0,0.0
2024-10-07,P001,U08,3135,16223.62
2024-10-07,P008,U08,1722,4907.7
2024-10-07,P012,U08,1299,4773.83
2024-10-07,P003,U08,2140,12519.0
2024-10-14,P011,U01,2753,5161.88
2024-10-14,P001,U01,2321,12011.18
2024-10-14,P012,U01,1069,3928.58
2024-10-14,P006,U01,2323,10279.28
2024-10-14,P003,U01,4129,24154.65
2024-10-14,P009,U01,3706,12785.7
2024-10-14,P010,U02,1833,4399.2
2024-10-14,P005,U02,3497,14162.85
2024-10-14,P006,U02,2243,9925.28
2024-10-14,P007,U02,1015,9515.62
2024-10-14,P002,U02,3159,9950.85
2024-10-14,P001,U02,3769,19504.58
2024-10-14,P009,U02,2708,9342.6
2024-10-14,P012,U03,1761,6471.68
2024-10-14,P001,U03,2921,15116.18
2024-10-14,P009,U03,5750,19837.5
2024-10-14,P008,U03,5266,15008.1
2024-10-14,P011,U03,2625,4921.88
2024-10-14,P010,U03,2648,6355.2
2024-10-14,P003,U03,2982,17444.7
2024-10-14,P004,U03,3259,15887.62
2024-10-14,P008,U04,2650,7552.5
2024-10-14,P003,U04,2750,16087.5
2024-10-14,P002,U04,0,0.0
2024-10-14,P004,U04,909,4431.38
2024-10-14,P009,U04,1326,4574.7
2024-10-14,P012,U04,3254,11958.45
2024-10-14,P005,U04,1597,6467.85
2024-10-14,P007,U04,3691,34603.12
2024-10-14,P002,U05,5058,15932.7
2024-10-14,P007,U05,3541,33196.88
2024-10-14,P003,U05,1679,9822.15
2024-10-14,P001,U05,4082,21124.35
2024-10-14,P009,U05,3138,10826.1
2024-10-14,P010,U06,2415,5796.0
2024-10-14,P005,U06,3197,12947.85
2024-10-14,P002,U06,3471,10933.65
2024-10-14,P004,U06,2770,13503.75
2024-10-14,P011,U06,4618,8658.75
2024-10-14,P012,U06,5149,18922.58
2024-10-14,P012,U07,2231,8198.93
2024-10-14,P006,U07,2780,12301.5
2024-10-14,P005,U07,3908,15827.4
2024-10-14,P010,U07,2940,7056.0
2024-10-14,P004,U07,1392,6786.0
2024-10-14,P003,U07,4420,25857.0
2024-10-14,P007,U07,2014,18881.25
2024-10-14,P003,U08,1905,11144.25
2024-10-14,P008,U08,1346,3836.1
2024-10-14,P011,U08,2084,3907.5
2024-10-14,P012,U08,1682,6181.35
2024-10-14,P005,U08,3319,13441.95
2024-10-14,P006,U08,5193,22979.03
2024-10-21,P009,U01,4916,16960.2
2024-10-21,P007,U01,335,3140.62
2024-10-21,P011,U01,2977,5581.88
2024-10-21,P002,U01,2505,7890.75
2024-10-21,P012,U01,2602,9562.35
2024-10-21,P010,U01,2698,6475.2
2024-10-21,P005,U01,1160,4698.0
2024-10-21,P003,U01,1543,9026.55
2024-10-21,P005,U02,2214,8966.7
2024-10-21,P011,U02,3038,5696.25
2024-10-21,P001,U02,2327,12042.23
2024-10-21,P002,U02,3193,10057.95
2024-10-21,P006,U02,3174,14044.95
2024-10-21,P003,U02,3388,19819.8
2024-10-21,P010,U02,820,1968.0
2024-10-21,P008,U02,3554,10128.9
2024-10-21,P002,U03,1914,6029.1
2024-10-21,P006,U03,3350,14823.75
2024-10-21,P011,U03,2610,4893.75
2024-10-21,P010,U03,2174,5217.6
2024-10-21,P005,U03,3082,12482.1
2024-10-21,P007,U03,2862,26831.25
2024-10-21,P009,U03,1139,3929.55
2024-10-21,P002,U04,4909,15463.35
2024-10-21,P006,U04,3643,16120.28
2024-10-21,P005,U04,1836,7435.8
2024-10-21,P001,U04,3086,15970.05
2024-10-21,P011,U04,1374,2576.25
2024-10-21,P009,U04,2085,7193.25
2024-10-21,P012,U04,1838,6754.65
2024-10-21,P011,U05,1295,2428.12
2024-10-21,P010,U05,4210,10104.0
2024-10-21,P006,U05,3815,16881.38
2024-10-21,P007,U05,0,0.0
2024-10-21,P001,U05,2769,14329.58
2024-10-21,P002,U05,2957,9314.55
2024-10-21,P005,U05,241,976.05
2024-10-21,P007,U06,2904,27225.0
2024-10-21,P012,U06,0,0.0
2024-10-21,P001,U06,3201,16565.18
2024-10-21,P002,U06,1740,5481.0
2024-10-21,P008,U06,3047,8683.95
2024-10-21,P004,U06,2937,14317.88
2024-10-21,P005,U06,2132,8634.6
2024-10-21,P001,U07,3150,16301.25
2024-10-21,P010,U07,2320,5568.0
2024-10-21,P005,U07,3445,13952.25
2024-10-21,P012,U07,3858,14178.15
2024-10-21,P011,U07,3274,6138.75
2024-10-21,P006,U08,3998,17691.15
2024-10-21,P009,U08,2556,8818.2
2024-10-21,P011,U08,4316,8092.5
2024-10-21,P004,U08,0,0.0
2024-10-21,P010,U08,2396,5750.4
2024-10-21,P003,U08,0,0.0
2024-10-28,P007,U01,2454,23006.25
2024-10-28,P004,U01,0,0.0
2024-10-28,P005,U01,2846,11526.3
2024-10-28,P002,U01,1034,3257.1
2024-10-28,P006,U01,3172,14036.1
2024-10-28,P003,U01,2663,15578.55
2024-10-28,P009,U01,3423,11809.35
2024-10-28,P008,U01,3661,10433.85
2024-10-28,P011,U02,920,1725.0
2024-10-28,P002,U02,2807,8842.05
2024-10-28,P005,U02,4220,17091.0
2024-10-28,P007,U02,3761,35259.38
2024-10-28,P003,U02,1797,10512.45
2024-10-28,P012,U02,1484,5453.7
2024-10-28,P012,U03,4541,16688.18
2024-10-28,P007,U03,1763,16528.12
2024-10-28,P001,U03,3865,20001.38
2024-10-28,P011,U03,3247,6088.12
2024-10-28,P008,U03,2837,8085.45
2024-10-28,P010,U03,2501,6002.4
2024-10-28,P012,U04,3367,12373.73
2024-10-28,P011,U04,1398,2621.25
2024-10-28,P005,U04,3096,12538.8
2024-10-28,P002,U04,3148,9916.2
2024-10-28,P003,U04,3699,21639.15
2024-10-28,P010,U04,1880,4512.0
2024-10-28,P007,U04,3193,29934.38
2024-10-28,P006,U04,1987,8792.48
2024-10-28,P001,U05,3136,16228.8
2024-10-28,P011,U05,1807,3388.12
2024-10-28,P012,U05,2164,7952.7
2024-10-28,P009,U05,2064,7120.8
2024-10-28,P002,U05,3685,11607.75
2024-10-28,P008,U05,2726,7769.1
2024-10-28,P004,U05,4748,23146.5
2024-10-28,P005,U06,2526,10230.3
2024-10-28,P007,U06,2751,25790.62
2024-10-28,P012,U06,2070,7607.25
2024-10-28,P008,U06,0,0.0
2024-10-28,P004,U06,4654,22688.25
2024-10-28,P006,U06,1361,6022.43
2024-10-28,P011,U06,2638,4946.25
2024-10-28,P009,U06,1921,6627.45
2024-10-28,P001,U07,2359,12207.83
2024-10-28,P007,U07,1799,16865.62
2024-10-28,P011,U07,4664,8745.0
2024-10-28,P005,U07,2046,8286.3
2024-10-28,P004,U07,4272,20826.0
2024-10-28,P011,U08,0,0.0
2024-10-28,P004,U08,1557,7590.38
2024-10-28,P010,U08,1150,2760.0
2024-10-28,P008,U08,2464,7022.4
2024-10-28,P003,U08,0,0.0
2024-10-28,P006,U08,2519,11146.58
