date,code_produit,code_usine,canal,quantite,CA,cout
2024-07-14,P004,U01,GMS,209,1271.87,963.05
2024-07-14,P003,U04,Export,129,982.9,732.98
2024-07-14,P007,U05,GMS,303,3730.08,2730.14
2024-07-14,P011,U02,Export,218,527.4,389.57
2024-07-14,P005,U01,GMS,157,789.47,595.26
2024-07-14,P001,U03,Industrie,140,963.54,749.65
2024-07-14,P006,U05,GMS,258,1453.17,1064.49
2024-07-15,P001,U08,Industrie,317,1988.01,1643.62
2024-07-15,P006,U08,GMS,118,649.04,484.18
2024-07-15,P008,U08,Export,267,966.14,667.74
2024-07-15,P006,U04,GMS,55,307.99,229.79
2024-07-15,P002,U08,GMS,141,574.65,429.65
2024-07-15,P007,U04,Industrie,258,3090.18,2411.49
2024-07-15,P004,U05,GMS,243,1418.61,1136.51
2024-07-15,P003,U03,Industrie,201,1506.2,1112.16
2024-07-15,P011,U07,GMS,128,306.68,220.05
2024-07-15,P010,U06,GMS,218,655.9,461.74
2024-07-15,P002,U08,Industrie,173,660.55,563.99
2024-07-15,P001,U08,GMS,159,980.48,858.8
2024-07-15,P004,U03,GMS,187,1131.26,908.15
2024-07-15,P009,U02,GMS,290,1195.44,873.93
2024-07-15,P011,U03,Export,213,528.22,363.24
2024-07-15,P010,U05,GMS,119,341.83,256.96
2024-07-15,P001,U04,Industrie,265,1628.47,1478.6
2024-07-15,P002,U01,Industrie,263,1021.43,807.0
2024-07-15,P005,U05,RHF,254,1327.27,926.97
2024-07-15,P005,U07,RHF,288,1555.02,1046.54
2024-07-15,P001,U07,GMS,375,2497.05,2043.99
2024-07-15,P006,U03,Export,155,873.02,639.32
2024-07-15,P010,U05,GMS,249,709.69,531.47
2024-07-15,P010,U07,Export,269,831.68,559.05
2024-07-15,P001,U06,Export,146,1000.17,800.96
2024-07-15,P008,U06,GMS,220,763.82,519.87
2024-07-15,P007,U08,GMS,99,1113.91,920.87
2024-07-15,P001,U04,Export,166,1099.51,921.73
2024-07-15,P008,U05,GMS,1,3.66,2.37
2024-07-15,P003,U04,GMS,295,2272.85,1711.02
2024-07-15,P004,U07,RHF,299,1927.32,1460.29
2024-07-15,P008,U04,GMS,265,912.32,620.34
2024-07-15,P006,U01,Export,197,1142.44,786.42
2024-07-15,P010,U01,GMS,89,276.97,194.74
2024-07-15,P009,U04,GMS,170,700.84,536.89
2024-07-16,P012,U01,Industrie,179,860.71,592.62
2024-07-16,P007,U08,GMS,163,2035.62,1526.0
2024-07-16,P007,U05,RHF,115,1432.59,1049.6
2024-07-16,P009,U03,GMS,256,1045.45,757.14
2024-07-16,P011,U01,GMS,247,613.52,435.51
2024-07-16,P003,U02,GMS,326,2445.15,1904.0
2024-07-16,P011,U01,RHF,237,587.63,410.93
2024-07-16,P011,U01,GMS,204,494.56,359.92
2024-07-16,P002,U04,GMS,125,478.9,383.22
2024-07-16,P010,U05,GMS,209,636.95,433.69
2024-07-16,P001,U07,GMS,305,1990.85,1611.37
2024-07-16,P011,U08,Export,188,454.03,315.49
2024-07-16,P007,U02,GMS,314,3574.85,2871.6
2024-07-16,P008,U07,RHF,239,864.35,593.96
2024-07-16,P009,U06,RHF,284,1244.69,889.23
2024-07-16,P010,U08,RHF,203,618.81,439.44
2024-07-16,P003,U03,Industrie,295,2178.36,1661.77
2024-07-16,P002,U02,GMS,177,737.2,578.22
2024-07-16,P012,U03,GMS,196,919.95,687.86
2024-07-16,P001,U02,GMS,229,1471.26,1190.06
2024-07-16,P004,U07,RHF,157,1004.45,754.38
2024-07-16,P009,U05,GMS,210,932.82,634.3
2024-07-16,P004,U05,GMS,232,1451.0,1110.81
2024-07-16,P012,U06,GMS,187,842.57,668.93
2024-07-16,P007,U03,RHF,304,3611.55,2939.17
2024-07-16,P012,U03,RHF,153,734.16,534.81
2024-07-16,P002,U03,RHF,175,704.89,544.37
2024-07-16,P001,U08,RHF,260,1721.87,1341.9
2024-07-16,P003,U04,GMS,351,2552.85,1947.16
2024-07-16,P008,U02,GMS,171,572.08,423.52
2024-07-16,P008,U03,GMS,174,627.91,427.21
2024-07-16,P010,U07,GMS,328,1047.43,703.76
2024-07-16,P004,U01,GMS,97,626.09,465.66
2024-07-16,P001,U07,GMS,263,1782.53,1364.77
2024-07-16,P004,U06,GMS,255,1524.04,1221.44
2024-07-16,P003,U03,GMS,190,1388.74,1101.11
2024-07-16,P005,U08,Export,176,911.75,645.94
2024-07-16,P007,U01,Export,212,2553.52,1915.06
2024-07-16,P004,U01,GMS,239,1549.67,1177.32
2024-07-16,P009,U08,GMS,176,742.2,526.27
2024-07-17,P009,U02,RHF,165,721.44,505.82
2024-07-17,P003,U05,GMS,236,1836.74,1373.64
2024-07-17,P001,U04,GMS,243,1660.18,1340.09
2024-07-17,P011,U05,GMS,307,758.82,527.32
2024-07-17,P006,U07,GMS,114,633.38,453.92
2024-07-17,P001,U04,GMS,318,2008.51,1722.97
2024-07-17,P006,U08,GMS,213,1140.85,893.83
2024-07-17,P011,U06,Export,211,512.76,375.58
2024-07-17,P001,U08,Export,163,1106.87,853.27
2024-07-17,P008,U08,GMS,244,926.04,578.26
2024-07-17,P003,U02,Export,216,1661.51,1274.46
2024-07-17,P011,U03,GMS,278,661.94,478.94
2024-07-17,P010,U08,GMS,232,665.22,483.81
2024-07-17,P005,U04,GMS,283,1456.04,1038.5
2024-07-17,P005,U01,GMS,312,1540.97,1172.94
2024-07-17,P002,U06,Export,308,1255.15,972.1
2024-07-17,P006,U02,GMS,192,1094.85,791.78
2024-07-17,P008,U04,GMS,151,569.45,362.05
2024-07-17,P011,U01,Industrie,289,720.11,493.24
2024-07-17,P005,U05,RHF,265,1428.31,1004.28
2024-07-17,P004,U08,Export,197,1227.27,963.51
2024-07-17,P012,U05,GMS,233,1028.97,787.65
2024-07-17,P005,U02,RHF,255,1347.65,927.57
2024-07-17,P008,U01,GMS,176,597.38,446.79
2024-07-17,P005,U01,GMS,185,937.96,651.69
2024-07-17,P005,U04,Export,8,41.35,29.0
2024-07-17,P003,U06,Export,325,2423.63,1818.67
2024-07-17,P001,U08,GMS,245,1580.74,1269.29
2024-07-17,P012,U01,GMS,212,944.85,711.55
2024-07-17,P002,U08,GMS,198,791.64,639.03
2024-07-17,P008,U03,GMS,267,967.37,642.12
2024-07-17,P007,U06,RHF,103,1228.5,919.2
2024-07-17,P010,U03,GMS,180,569.8,376.67
2024-07-17,P005,U04,GMS,225,1180.19,786.97
2024-07-17,P008,U01,GMS,215,794.21,519.28
2024-07-17,P004,U08,Industrie,130,825.87,634.57
2024-07-17,P012,U02,RHF,289,1357.03,1012.36
2024-07-17,P011,U05,GMS,192,472.23,323.87
2024-07-17,P007,U01,Export,178,2223.34,1674.84
2024-07-17,P002,U01,Export,353,1445.96,1078.94
2024-07-17,P009,U03,GMS,255,1073.92,767.52
2024-07-17,P002,U02,RHF,275,1152.73,865.11
2024-07-17,P004,U01,Export,118,730.62,545.39
2024-07-17,P001,U03,GMS,290,1980.75,1604.69
2024-07-18,P008,U06,Export,208,759.21,498.85
2024-07-18,P008,U04,GMS,65,245.82,162.64
2024-07-18,P010,U08,RHF,117,367.11,248.61
2024-07-18,P002,U03,GMS,180,730.84,549.62
2024-07-18,P006,U02,GMS,206,1178.66,866.09
2024-07-18,P004,U02,GMS,150,858.38,692.26
2024-07-18,P004,U03,Export,112,717.15,547.77
2024-07-18,P005,U02,RHF,211,1099.09,799.21
2024-07-18,P002,U03,GMS,329,1322.57,1040.51
2024-07-18,P009,U06,RHF,198,903.46,577.8
2024-07-18,P004,U06,GMS,206,1327.28,1000.82
2024-07-18,P004,U02,Export,167,1080.98,785.6
2024-07-18,P002,U01,Industrie,266,1054.35,803.31
2024-07-18,P007,U03,GMS,215,2370.95,1977.33
2024-07-18,P009,U08,Industrie,271,1135.02,852.27
2024-07-18,P010,U04,RHF,273,864.11,572.27
2024-07-18,P009,U07,GMS,166,691.82,512.18
2024-07-18,P010,U01,GMS,214,670.9,472.86
2024-07-18,P010,U05,RHF,234,712.72,479.58
2024-07-18,P005,U04,RHF,195,1001.33,731.64
2024-07-18,P005,U06,RHF,152,792.61,556.67
2024-07-18,P010,U02,Industrie,60,178.97,126.67
2024-07-18,P009,U01,RHF,241,1070.39,736.19
2024-07-18,P008,U08,RHF,212,772.45,535.05
2024-07-18,P012,U04,GMS,221,982.6,733.66
2024-07-18,P011,U04,GMS,218,503.2,377.63
2024-07-18,P008,U07,Export,121,450.15,282.35
2024-07-18,P008,U04,GMS,177,618.26,448.86
2024-07-18,P012,U05,GMS,214,1009.53,741.69
2024-07-18,P008,U05,GMS,255,966.18,609.91
2024-07-18,P005,U04,GMS,196,979.63,745.3
2024-07-18,P012,U03,RHF,163,793.3,584.26
2024-07-18,P012,U04,RHF,244,1162.18,809.36
2024-07-18,P005,U04,RHF,255,1330.51,900.03
2024-07-18,P008,U08,Industrie,193,725.66,453.41
2024-07-18,P001,U03,GMS,365,2407.02,1966.04
2024-07-18,P009,U03,Industrie,297,1217.98,935.69
2024-07-18,P001,U03,Export,383,2613.01,2042.52
2024-07-18,P012,U04,GMS,297,1363.69,1016.73
2024-07-18,P011,U08,GMS,208,487.42,363.4
2024-07-18,P001,U01,GMS,163,1069.22,841.81
2024-07-18,P010,U04,RHF,329,1050.68,671.04
2024-07-18,P004,U05,RHF,215,1352.92,1011.89
2024-07-18,P002,U05,Export,118,477.65,360.26
2024-07-18,P002,U03,GMS,191,746.17,614.0
2024-07-18,P005,U07,RHF,138,729.62,508.72
2024-07-18,P008,U02,GMS,180,672.49,456.93
2024-07-18,P006,U02,RHF,216,1238.47,866.04
2024-07-18,P002,U06,GMS,249,965.89,750.05
2024-07-19,P006,U02,RHF,302,1768.08,1255.4
2024-07-19,P004,U03,GMS,166,1025.94,778.72
2024-07-19,P004,U05,GMS,184,1133.51,838.87
2024-07-19,P002,U07,GMS,178,659.31,584.48
2024-07-19,P005,U02,GMS,168,836.4,640.34
2024-07-19,P001,U02,GMS,179,1206.29,977.18
2024-07-19,P012,U01,GMS,184,858.37,613.94
2024-07-19,P004,U02,GMS,204,1211.86,961.79
2024-07-19,P001,U07,RHF,267,1839.15,1432.35
2024-07-19,P001,U05,GMS,136,932.4,703.12
2024-07-19,P012,U01,RHF,222,1064.36,796.21
2024-07-19,P012,U05,GMS,247,1176.04,826.59
2024-07-19,P009,U07,Export,361,1583.19,1068.74
2024-07-19,P007,U07,Industrie,286,3187.51,2745.53
2024-07-19,P009,U02,GMS,286,1228.43,861.99
2024-07-19,P005,U06,GMS,201,1081.83,711.54
2024-07-19,P001,U05,GMS,277,1867.73,1471.43
2024-07-19,P007,U04,Industrie,150,1672.0,1344.7
2024-07-19,P002,U02,Export,195,812.04,595.6
2024-07-19,P006,U06,GMS,185,1064.22,762.87
2024-07-19,P010,U06,RHF,172,529.7,367.31
2024-07-19,P006,U07,RHF,191,1122.25,781.39
2024-07-19,P004,U02,GMS,154,958.18,715.43
2024-07-19,P010,U03,GMS,345,1055.38,712.76
2024-07-19,P009,U05,GMS,163,698.98,509.39
2024-07-19,P003,U05,GMS,107,793.31,614.86
2024-07-19,P010,U03,GMS,275,804.46,560.2
2024-07-19,P002,U05,RHF,270,1128.86,827.24
2024-07-19,P004,U01,GMS,263,1615.48,1246.8
2024-07-19,P008,U04,RHF,108,401.16,257.75
2024-07-19,P007,U01,Export,214,2644.11,2029.76
2024-07-19,P010,U06,GMS,248,722.48,531.35
2024-07-19,P004,U02,RHF,177,1117.3,861.03
2024-07-19,P011,U01,GMS,300,686.56,535.62
2024-07-19,P009,U02,Export,40,176.05,120.61
2024-07-19,P012,U03,GMS,403,1934.43,1390.41
2024-07-19,P008,U02,GMS,313,1063.53,784.5
2024-07-19,P003,U02,RHF,191,1463.86,1124.93
2024-07-19,P009,U06,Export,126,553.74,391.2
2024-07-19,P003,U05,GMS,283,2163.7,1645.88
2024-07-19,P012,U05,GMS,302,1424.87,1056.29
2024-07-19,P004,U05,Export,296,1900.66,1390.01
2024-07-19,P011,U03,Industrie,308,736.87,536.13
2024-07-19,P009,U07,GMS,111,498.8,341.1
2024-07-19,P004,U05,Industrie,148,928.12,698.67
2024-07-19,P003,U03,GMS,171,1306.5,946.56
2024-07-19,P006,U06,Industrie,254,1454.7,1048.37
2024-07-19,P003,U08,Export,133,1029.86,762.94
2024-07-19,P006,U02,GMS,124,653.28,504.9
2024-07-19,P003,U04,GMS,206,1442.88,1204.39
2024-07-19,P009,U06,Export,210,939.93,666.76
2024-07-19,P003,U08,RHF,336,2524.44,1990.33
2024-07-19,P012,U02,GMS,200,951.16,697.33
2024-07-19,P001,U06,Industrie,226,1409.14,1265.86
2024-07-19,P005,U02,GMS,210,1079.25,770.34
2024-07-19,P009,U01,GMS,283,1193.54,896.21
2024-07-19,P010,U02,GMS,153,485.43,315.94
2024-07-19,P004,U07,GMS,365,2370.41,1692.1
2024-07-20,P012,U01,GMS,250,1094.91,890.55
2024-07-20,P009,U01,GMS,84,366.39,246.25
2024-07-20,P007,U06,RHF,287,3522.09,2631.76
2024-07-20,P006,U06,RHF,185,1047.24,775.6
2024-07-20,P006,U03,GMS,198,1109.83,850.92
2024-07-20,P001,U03,RHF,131,876.96,684.74
2024-07-20,P001,U08,GMS,141,953.76,748.57
2024-07-20,P004,U07,GMS,213,1318.2,990.98
2024-07-20,P004,U02,Export,175,1102.64,851.91
2024-07-20,P007,U01,RHF,258,3155.69,2470.88
2024-07-20,P008,U05,GMS,245,870.5,596.14
2024-07-20,P003,U06,Export,317,2387.29,1776.47
2024-07-20,P007,U05,GMS,201,2211.24,1937.67
2024-07-20,P006,U07,GMS,254,1441.73,1103.1
2024-07-20,P006,U08,Export,181,1033.1,781.47
2024-07-20,P005,U04,RHF,243,1303.75,891.11
2024-07-20,P010,U03,RHF,209,662.95,457.21
2024-07-20,P009,U08,Industrie,122,540.22,364.27
2024-07-20,P009,U08,Industrie,239,1067.04,723.1
2024-07-20,P003,U03,GMS,273,2085.0,1589.22
2024-07-20,P002,U01,RHF,310,1267.69,989.93
2024-07-20,P006,U02,Industrie,171,989.85,703.55
2024-07-20,P008,U02,GMS,116,430.98,291.85
2024-07-20,P010,U07,GMS,170,529.15,363.05
2024-07-20,P006,U03,GMS,176,950.55,730.74
2024-07-20,P004,U03,GMS,261,1674.78,1202.9
2024-07-20,P003,U05,GMS,185,1355.14,1065.02
2024-07-20,P002,U06,GMS,206,856.69,628.67
2024-07-20,P006,U06,Industrie,264,1549.19,1094.79
2024-07-20,P005,U03,GMS,335,1595.78,1262.5
2024-07-20,P001,U06,GMS,339,2097.3,1852.04
2024-07-20,P008,U03,GMS,214,742.04,528.18
2024-07-20,P005,U08,RHF,213,1113.17,760.33
2024-07-20,P002,U08,GMS,265,1083.17,849.17
2024-07-20,P005,U06,GMS,216,1093.65,783.69
2024-07-20,P007,U06,GMS,149,1820.37,1386.27
2024-07-20,P001,U07,Export,263,1749.79,1431.99
2024-07-20,P004,U01,Industrie,115,685.71,557.87
2024-07-20,P010,U02,RHF,152,464.8,337.74
2024-07-20,P012,U05,RHF,208,976.12,731.22
2024-07-20,P004,U04,RHF,397,2568.22,1911.81
2024-07-20,P001,U02,GMS,261,1738.82,1443.98
2024-07-20,P012,U05,GMS,237,1150.88,802.89
2024-07-21,P002,U03,Export,165,669.77,523.44
2024-07-21,P003,U03,RHF,358,2717.22,2029.59
2024-07-21,P003,U08,GMS,172,1226.61,964.53
2024-07-21,P008,U08,GMS,266,934.51,629.78
2024-07-21,P007,U02,GMS,227,2753.1,2113.7
2024-07-21,P001,U08,GMS,290,1896.48,1606.56
2024-07-21,P010,U04,GMS,327,922.59,671.65
2024-07-21,P007,U06,GMS,268,3206.48,2608.47
2024-07-21,P004,U04,GMS,300,1933.29,1485.29
2024-07-21,P007,U06,Export,197,2439.5,1914.99
2024-07-21,P007,U02,Export,290,3503.1,2607.33
2024-07-21,P002,U05,GMS,403,1529.8,1320.84
2024-07-21,P008,U06,Export,291,1073.92,680.08
2024-07-21,P005,U01,GMS,270,1391.99,982.74
2024-07-21,P001,U04,Industrie,280,1815.67,1460.14
2024-07-21,P001,U02,GMS,263,1634.39,1454.45
2024-07-21,P010,U07,GMS,375,1099.44,817.69
2024-07-21,P006,U08,RHF,326,1841.43,1364.99
2024-07-21,P012,U08,Export,253,1197.14,857.17
2024-07-21,P006,U04,Export,185,1069.54,770.48
2024-07-21,P008,U06,GMS,92,307.92,225.31
2024-07-21,P011,U02,GMS,161,400.67,272.66
2024-07-21,P006,U07,GMS,206,1141.79,864.34
2024-07-21,P001,U02,GMS,179,1135.95,930.79
2024-07-21,P008,U03,GMS,250,890.31,630.83
2024-07-21,P004,U01,GMS,109,632.06,520.54
2024-07-21,P006,U02,RHF,266,1521.2,1151.04
2024-07-21,P003,U04,GMS,94,648.2,538.06
2024-07-21,P002,U06,GMS,197,780.77,647.33
2024-07-21,P010,U01,GMS,170,519.26,377.67
2024-07-21,P005,U08,Export,211,1122.43,776.46
2024-07-21,P011,U02,RHF,236,564.54,409.25
2024-07-21,P009,U06,RHF,367,1651.41,1155.18
2024-07-21,P010,U04,GMS,188,598.73,394.41
2024-07-21,P003,U02,GMS,204,1497.13,1205.12
2024-07-21,P007,U05,RHF,251,3036.5,2434.77
2024-07-21,P008,U08,Export,345,1287.52,803.66
2024-07-21,P002,U03,GMS,171,692.82,553.47
2024-07-21,P002,U05,GMS,304,1176.22,989.51
2024-07-21,P010,U02,GMS,205,577.32,432.51
2024-07-21,P003,U01,GMS,146,1074.03,796.77
2024-07-22,P010,U05,RHF,156,475.34,332.93
2024-07-22,P002,U08,RHF,163,659.09,522.91
2024-07-22,P003,U03,Export,244,1888.05,1398.99
2024-07-22,P004,U01,GMS,208,1247.8,1032.27
2024-07-22,P012,U04,GMS,249,1199.54,895.43
2024-07-22,P010,U08,GMS,113,359.11,243.99
2024-07-22,P003,U06,RHF,191,1481.15,1060.73
2024-07-22,P003,U01,GMS,224,1626.51,1258.12
2024-07-22,P009,U05,GMS,107,450.11,313.92
2024-07-22,P004,U05,RHF,182,1128.42,889.87
2024-07-22,P006,U08,Export,258,1458.32,1084.52
2024-07-22,P012,U04,GMS,183,878.03,616.37
2024-07-22,P006,U03,Export,190,1079.63,791.39
2024-07-22,P012,U06,Export,269,1277.34,957.84
2024-07-22,P006,U07,GMS,244,1345.85,1041.48
2024-07-22,P005,U05,GMS,142,701.51,514.37
2024-07-22,P006,U03,GMS,151,836.0,634.85
2024-07-22,P010,U03,GMS,200,616.33,437.07
2024-07-22,P011,U06,Export,204,508.28,364.24
2024-07-22,P004,U06,GMS,276,1633.84,1314.09
2024-07-22,P007,U07,GMS,321,3635.14,3055.96
2024-07-22,P009,U06,GMS,280,1250.15,834.4
2024-07-22,P009,U08,Export,109,488.93,320.85
2024-07-22,P002,U06,RHF,162,665.83,506.38
2024-07-22,P005,U02,GMS,237,1131.49,869.25
2024-07-22,P006,U04,Industrie,293,1631.7,1235.33
2024-07-22,P005,U07,Industrie,223,1103.67,841.06
2024-07-22,P007,U07,RHF,197,2397.25,1766.46
2024-07-22,P001,U08,GMS,211,1416.33,1159.07
2024-07-22,P008,U06,RHF,173,631.2,427.8
2024-07-22,P008,U03,RHF,280,1060.72,710.81
2024-07-22,P003,U02,RHF,230,1742.26,1260.31
2024-07-22,P010,U04,GMS,177,525.28,373.87
2024-07-22,P006,U01,Export,246,1392.39,1014.23
2024-07-22,P010,U05,RHF,118,370.76,251.32
2024-07-22,P008,U05,GMS,189,681.56,461.68
2024-07-22,P011,U07,Export,61,148.23,104.48
2024-07-22,P001,U03,GMS,113,779.51,630.1
2024-07-22,P012,U02,GMS,173,795.39,621.94
2024-07-22,P004,U01,RHF,252,1619.89,1235.6
2024-07-22,P001,U02,GMS,134,821.78,741.18
2024-07-22,P006,U05,Export,299,1713.82,1296.67
2024-07-22,P007,U01,GMS,181,2258.95,1641.36
2024-07-22,P002,U05,RHF,56,230.57,182.75
2024-07-22,P002,U02,RHF,147,590.89,452.41
2024-07-22,P010,U01,GMS,257,732.18,534.51
2024-07-22,P006,U07,GMS,102,565.67,408.89
2024-07-22,P011,U01,GMS,252,571.52,427.98
2024-07-22,P011,U01,GMS,182,447.04,306.12
2024-07-22,P002,U03,GMS,230,893.83,749.97
2024-07-22,P004,U08,GMS,290,1719.98,1390.21
2024-07-22,P004,U06,Export,131,836.84,637.88
2024-07-22,P001,U07,Export,289,1954.54,1545.83
2024-07-22,P010,U08,GMS,181,574.41,379.61
2024-07-23,P001,U03,GMS,110,727.6,609.11
2024-07-23,P002,U06,GMS,173,721.14,540.26
2024-07-23,P006,U08,GMS,197,1133.79,833.16
2024-07-23,P006,U05,GMS,399,2087.85,1618.4
2024-07-23,P007,U05,RHF,196,2341.25,1818.39
2024-07-23,P008,U08,GMS,145,512.83,367.17
2024-07-23,P006,U03,RHF,218,1230.16,892.49
2024-07-23,P006,U05,GMS,244,1429.83,1026.02
2024-07-23,P006,U05,RHF,282,1640.93,1186.0
2024-07-23,P009,U05,GMS,290,1206.86,870.91
2024-07-23,P002,U05,GMS,278,1031.47,902.19
2024-07-23,P008,U01,Industrie,236,840.93,576.91
2024-07-23,P008,U07,GMS,201,693.31,469.58
2024-07-23,P009,U04,Export,211,930.38,622.14
2024-07-23,P011,U08,GMS,229,536.5,403.38
2024-07-23,P004,U04,RHF,272,1714.28,1337.87
2024-07-23,P006,U05,Industrie,221,1163.82,908.57
2024-07-23,P001,U01,GMS,151,992.05,843.5
2024-07-23,P002,U01,GMS,215,844.68,653.31
2024-07-23,P004,U07,GMS,205,1294.05,957.43
2024-07-23,P006,U05,GMS,138,747.73,563.85
2024-07-23,P011,U05,GMS,104,247.98,176.3
2024-07-23,P002,U08,Industrie,230,850.15,729.4
2024-07-23,P002,U05,RHF,314,1283.75,955.64
2024-07-23,P010,U06,Export,237,729.74,499.85
2024-07-23,P006,U07,RHF,198,1132.91,795.5
2024-07-23,P003,U01,GMS,242,1837.31,1427.77
2024-07-23,P007,U01,GMS,245,2839.36,2263.07
2024-07-23,P001,U07,Export,278,1892.51,1452.13
2024-07-23,P006,U03,GMS,164,905.73,682.18
2024-07-23,P002,U04,GMS,107,440.19,322.31
2024-07-23,P012,U06,GMS,70,308.32,246.13
2024-07-23,P009,U05,GMS,274,1247.23,846.43
2024-07-23,P001,U07,GMS,192,1182.84,993.99
2024-07-23,P011,U08,GMS,245,561.97,426.78
2024-07-23,P008,U02,GMS,353,1239.64,887.39
2024-07-23,P003,U03,GMS,173,1192.98,1020.85
2024-07-23,P008,U02,GMS,351,1267.13,856.41
2024-07-23,P005,U03,GMS,159,854.62,579.0
2024-07-23,P005,U06,Industrie,165,884.28,619.85
2024-07-23,P009,U02,GMS,258,1111.35,772.82
2024-07-23,P012,U04,Industrie,180,845.76,645.08
2024-07-24,P010,U08,GMS,134,416.84,274.76
2024-07-24,P001,U06,GMS,289,1968.53,1575.42
2024-07-24,P011,U07,RHF,153,368.04,275.07
2024-07-24,P012,U03,RHF,207,986.75,701.13
2024-07-24,P001,U02,RHF,119,786.73,616.85
2024-07-24,P009,U08,GMS,254,1078.73,746.96
2024-07-24,P011,U07,Export,180,429.76,311.1
2024-07-24,P004,U02,GMS,119,683.12,542.65
2024-07-24,P007,U06,GMS,318,3704.33,3005.8
2024-07-24,P006,U04,GMS,259,1521.63,1055.27
2024-07-24,P010,U04,Export,133,417.6,294.29
2024-07-24,P001,U03,Export,322,2202.99,1657.88
2024-07-24,P003,U03,RHF,277,2127.26,1623.35
2024-07-24,P012,U08,RHF,192,916.74,672.79
2024-07-24,P011,U01,RHF,179,436.08,311.52
2024-07-24,P002,U07,GMS,158,634.3,510.5
2024-07-24,P012,U04,GMS,287,1321.19,996.91
2024-07-24,P004,U01,RHF,205,1332.39,993.81
2024-07-24,P011,U02,GMS,22,50.95,38.88
2024-07-24,P004,U04,GMS,181,1038.03,828.53
2024-07-24,P007,U02,GMS,333,3842.07,3103.41
2024-07-24,P006,U04,GMS,236,1299.95,1010.65
2024-07-24,P001,U01,GMS,43,282.82,228.97
2024-07-24,P008,U07,Export,236,890.69,552.3
2024-07-24,P003,U07,GMS,186,1379.17,1055.45
2024-07-24,P010,U03,GMS,171,504.48,367.95
2024-07-24,P001,U02,GMS,263,1624.3,1468.96
2024-07-24,P008,U07,Industrie,226,791.07,557.8
2024-07-24,P005,U02,RHF,299,1545.46,1057.27
2024-07-24,P006,U02,GMS,215,1241.23,858.84
2024-07-24,P007,U06,RHF,207,2541.35,1849.27
2024-07-24,P001,U06,GMS,73,476.41,381.21
2024-07-24,P008,U06,Industrie,282,944.33,694.74
2024-07-24,P003,U06,RHF,417,3104.17,2381.69
2024-07-24,P006,U05,RHF,208,1223.76,843.47
2024-07-24,P004,U05,GMS,278,1663.8,1349.07
2024-07-24,P009,U04,GMS,287,1207.25,858.73
2024-07-24,P009,U03,RHF,182,822.06,560.37
2024-07-24,P009,U02,Industrie,261,1172.57,803.6
2024-07-24,P011,U01,GMS,241,563.52,413.55
2024-07-24,P010,U07,GMS,310,901.4,662.68
2024-07-24,P010,U05,GMS,232,728.38,505.96
2024-07-24,P004,U04,Export,300,1938.04,1489.57
2024-07-24,P002,U03,GMS,220,842.1,712.67
2024-07-24,P008,U06,RHF,241,885.41,579.33
2024-07-24,P002,U04,Industrie,220,861.23,719.04
2024-07-25,P001,U04,GMS,113,711.93,620.77
2024-07-25,P002,U05,GMS,194,782.43,608.03
2024-07-25,P012,U05,GMS,104,494.43,367.45
2024-07-25,P011,U08,GMS,151,367.53,264.31
2024-07-25,P009,U07,Export,24,106.24,72.99
2024-07-25,P003,U04,GMS,118,904.51,641.73
2024-07-25,P005,U04,Export,261,1381.96,931.49
2024-07-25,P003,U06,Industrie,1,7.01,5.91
2024-07-25,P010,U02,RHF,259,827.42,563.64
2024-07-25,P006,U04,RHF,238,1394.41,981.04
2024-07-25,P001,U08,GMS,151,972.9,784.36
2024-07-25,P010,U01,GMS,215,664.34,439.56
2024-07-25,P004,U07,RHF,258,1619.62,1236.31
2024-07-25,P006,U04,GMS,183,988.58,750.46
2024-07-25,P004,U02,GMS,457,2671.8,2095.15
2024-07-25,P011,U04,GMS,142,344.01,240.61
2024-07-25,P012,U04,Industrie,160,753.62,560.36
2024-07-25,P010,U08,GMS,283,840.62,584.55
2024-07-25,P005,U07,RHF,298,1537.23,1088.54
2024-07-25,P002,U01,Export,218,901.16,673.98
2024-07-25,P011,U05,Industrie,88,213.78,147.53
2024-07-25,P005,U02,GMS,207,1036.85,736.14
2024-07-25,P011,U04,GMS,193,471.16,331.5
2024-07-25,P010,U02,Industrie,174,523.84,380.29
2024-07-25,P004,U01,GMS,190,1222.59,900.28
2024-07-25,P007,U06,RHF,174,2126.46,1639.64
2024-07-25,P004,U08,GMS,255,1477.36,1221.73
2024-07-25,P008,U01,GMS,192,651.66,465.47
2024-07-25,P001,U01,RHF,121,824.86,646.86
2024-07-25,P011,U07,Export,227,559.13,396.28
2024-07-25,P011,U01,GMS,163,393.95,291.04
2024-07-25,P001,U02,GMS,242,1646.07,1344.63
2024-07-25,P006,U01,GMS,323,1888.68,1386.43
2024-07-25,P008,U02,GMS,116,414.6,274.28
2024-07-25,P005,U08,GMS,153,809.95,568.25
2024-07-25,P009,U04,RHF,187,855.76,554.97
2024-07-25,P005,U08,GMS,215,1153.11,777.69
2024-07-25,P002,U04,RHF,189,771.0,608.46
2024-07-25,P002,U02,Industrie,265,1079.97,813.29
2024-07-25,P009,U02,RHF,256,1136.38,764.43
2024-07-25,P006,U04,GMS,283,1540.73,1152.66
2024-07-25,P011,U05,GMS,233,564.64,399.09
2024-07-25,P001,U01,RHF,312,2066.92,1652.24
2024-07-25,P010,U04,Industrie,125,356.78,271.05
